"target","bc_target","property_room_type","property_max_guests","property_bathrooms","property_bedrooms","property_beds","property_bed_type","property_last_updated","host_id","host_response_time","host_response_rate","host_nr_listings","booking_price_covers","booking_min_nights","booking_max_nights","booking_availability_30","booking_availability_60","booking_availability_90","booking_availability_365","booking_cancel_policy","reviews_num","reviews_first","reviews_last","reviews_rating","reviews_acc","reviews_cleanliness","reviews_checkin","reviews_communication","reviews_location","reviews_per_month","zipcode_class","dist_nearest_city_center","type_class","host_location_country","host_verified_amount","years_as_host","reviews_num_cat","review_period","review_period_was_missing","profile_pic","exact_location","instant_bookable","superhost","identified_host"
45,2.74717504836518,"Private room",4,1,2,3,"Real Bed","today",15218573,"within an hour",100,5,1,3,29,16,26,37,38,"moderate",3,"2015-04-24","2017-03-19",93,9,9,9,9,9,0.12,68.9073324336482,0.0242526443652013,67.7696647324307,"BE",3,9,1,695,0,"1","1","1","0","0"
89,3.06819838341036,"Private room",2,1,1,1,"Real Bed","today",15218573,"within an hour",100,5,1,3,29,16,26,42,43,"moderate",36,"2015-05-05","2017-04-15",94,9,9,10,10,9,1.47,68.9073324336482,0.0247719700640916,67.7696647324307,"BE",3,9,3,711,0,"1","1","1","0","0"
88,3.06319719747461,"Private room",2,1,1,1,"Real Bed","today",15218573,"within an hour",100,5,1,3,29,16,26,42,43,"moderate",28,"2015-08-16","2017-04-10",93,10,9,10,10,9,1.33,68.9073324336482,0.0237869167533985,67.7696647324307,"BE",3,9,3,603,0,"1","1","1","0","0"
117,3.18618359209441,"Private room",2,1,1,1,"Real Bed","today",15218573,"within an hour",100,5,1,3,29,16,26,42,43,"moderate",28,"2015-09-02","2017-05-05",95,10,9,10,10,9,1.36,68.9073324336482,0.0241149815245184,67.7696647324307,"BE",3,9,3,611,0,"1","1","1","0","0"
55,2.84580327119655,"Entire home/apt",10,2,5,6,"Real Bed","2 days ago",15218573,"within an hour",100,5,1,2,29,17,28,43,311,"moderate",28,"2015-09-14","2017-04-27",95,10,10,10,10,9,1.39,68.9073324336482,0.0230261772543087,67.7696647324307,"BE",3,9,3,591,0,"1","1","0","0","0"
38,2.66123587425299,"Private room",2,1,1,1,"Real Bed","today",15230552,"within a few hours",100,1,1,2,1125,14,44,74,74,"moderate",58,"2015-09-30","2017-04-29",93,10,10,10,10,9,2.96,64.5296551724138,0.0636749430306593,67.7696647324307,"BE",4,9,3,577,0,"1","1","0","0","1"
85,3.04778102599245,"Private room",2,1,1,1,"Real Bed","2 weeks ago",15233732,"",90.0182225727831,1,2,5,1125,0,0,18,18,"moderate",0,"","",NA,NA,NA,NA,NA,NA,NA,64.5296551724138,0.0578828698450561,67.7696647324307,"BE",3,9,3,NA,1,"1","1","0","0","0"
124,3.21050043726377,"Entire home/apt",4,1.5,2,4,"Real Bed","5 weeks ago",15249983,"a few days or more",0,1,1,2,1125,0,0,0,36,"flexible",8,"2016-10-10","2016-12-10",87,9,10,10,10,10,1.13,68.9073324336482,0.0332451159928697,67.7696647324307,"BE",3,9,2,61,0,"1","1","1","0","0"
55,2.84580327119655,"Private room",3,1,1,2,"Real Bed","3 weeks ago",15251706,"within a day",100,1,1,2,1125,27,57,87,88,"moderate",0,"","",NA,NA,NA,NA,NA,NA,NA,64.5296551724138,0.0840209011053403,67.7696647324307,"BE",3,7,3,NA,1,"1","1","0","0","0"
35,2.61847066597023,"Entire home/apt",2,2,1,1,"Real Bed","13 months ago",15253567,"a few days or more",0,1,1,2,1125,29,59,89,364,"strict",1,"2015-09-14","2015-09-14",91.6928794992175,9.46938775510204,9.21165162808945,9.60895170789164,9.6212982937831,9.24135899450118,0.05,68.9073324336482,0.0234099650547214,67.7696647324307,"BE",3,9,1,0,0,"1","0","0","0","0"
80,3.02060153370364,"Entire home/apt",4,1,2,2,"Real Bed","a week ago",15264197,"within an hour",86,2,1,7,1125,0,7,37,127,"strict",0,"","",NA,NA,NA,NA,NA,NA,NA,68.9073324336482,0.0483681429201043,67.7696647324307,"BE",4,9,3,NA,1,"1","0","0","0","1"
25,2.43668414427245,"Private room",1,1.5,1,1,"Real Bed","3 days ago",15265228,"within a day",100,1,1,1,1125,0,7,37,312,"moderate",8,"2016-03-17","2017-05-06",95,10,9,9,9,8,0.57,64.5296551724138,0.0391372084751622,73.7420634920635,"BE",5,9,2,415,0,"1","0","0","0","1"
50,2.79940753029994,"Entire home/apt",4,1.5,2,4,"Real Bed","4 weeks ago",152687,"within a few hours",100,1,2,1,1125,27,57,87,362,"moderate",0,"","",NA,NA,NA,NA,NA,NA,NA,64.5296551724138,0.0260885296672457,67.7696647324307,"BE",4,13,3,NA,1,"1","0","0","0","0"
65,2.92520842621306,"Entire home/apt",3,1.5,1,1,"Real Bed","2 weeks ago",15273748,"within a few hours",80,2,2,1,1125,2,3,3,253,"strict",18,"2015-04-23","2017-03-24",97,10,9,10,10,10,0.72,68.9073324336482,0.0236921240146003,67.7696647324307,"BE",4,9,2,701,0,"1","1","0","0","1"
65,2.92520842621306,"Entire home/apt",4,1,1,2,"Real Bed","5 months ago",15277191,"",91.8717014372639,1,1,6,1125,0,0,0,0,"moderate",32,"2015-12-10","2016-08-28",95,10,9,10,10,10,1.86,68.9073324336482,0.00271036169581568,67.7696647324307,"BE",4,9,3,262,0,"1","1","0","0","1"
40,2.68758727216782,"Entire home/apt",2,1,1,1,"Real Bed","2 weeks ago",15293605,"within a day",88,1,1,2,1125,6,11,11,260,"moderate",23,"2015-01-02","2017-04-26",100,10,10,10,10,9,0.8,68.9073324336482,0.0113412485535477,67.7696647324307,"FR",4,9,3,845,0,"1","1","0","0","1"
200,3.40109105029749,"Entire home/apt",3,1,1,2,"Real Bed","a week ago",15297026,"within an hour",100,1,2,2,1125,15,31,36,297,"moderate",16,"2017-03-06","2017-05-11",99,10,10,10,10,9,7.06,68.9073324336482,0.0339911439260086,67.7696647324307,"BE",6,7,2,66,0,"1","1","1","0","1"
110,3.16008337484783,"Private room",2,1.5,1,1,"Real Bed","2 months ago",15306683,"within an hour",100,2,1,3,1125,0,0,0,0,"moderate",14,"2014-08-19","2017-03-13",100,10,9,10,10,9,0.42,68.9073324336482,0.0227291127363235,67.7696647324307,"BE",4,9,2,937,0,"1","1","0","0","1"
50,2.79940753029994,"Private room",2,1.5,1,1,"Real Bed","2 months ago",15306683,"within an hour",100,2,1,3,1125,0,0,0,0,"moderate",16,"2014-07-28","2017-03-13",95,10,10,10,10,10,0.47,68.9073324336482,0.0210910777465375,67.7696647324307,"BE",4,9,2,959,0,"1","1","0","0","1"
75,2.99133621852285,"Private room",2,0.5,1,1,"Real Bed","2 weeks ago",15310569,"within a few hours",92,1,1,2,1125,19,44,61,291,"flexible",11,"2015-10-10","2017-04-27",94,10,10,10,9,9,0.57,64.5296551724138,0.0201623578897415,67.7696647324307,"BE",4,9,2,565,0,"1","0","0","0","1"
120,3.19681016220175,"Private room",2,1,1,1,"Real Bed","8 months ago",15321203,"",85.9050785370612,1,1,2,1125,0,5,35,310,"strict",2,"2016-04-28","2016-05-14",80,8,8,8,9,8,0.16,68.9073324336482,0.0318953188104789,67.7696647324307,"FR",4,8,1,16,0,"1","1","1","0","1"
65,2.92520842621306,"Entire home/apt",2,1,1,1,"Real Bed","3 days ago",1533426,"within an hour",100,1,1,2,60,4,34,64,339,"strict",1,"2013-03-11","2013-03-11",91.6928794992175,9.46938775510204,9.21165162808945,9.60895170789164,9.6212982937831,9.24135899450118,0.02,68.9073324336482,0.0247330338200054,73.7420634920635,"BE",5,12,1,0,0,"1","1","0","0","1"
120,3.19681016220175,"Entire home/apt",3,1,2,2,"Real Bed","2 weeks ago",15341866,"",91.8717014372639,1,3,7,13,1,1,28,28,"strict",0,"","",NA,NA,NA,NA,NA,NA,NA,64.5296551724138,0.0226042797915125,67.7696647324307,"BE",4,9,3,NA,1,"1","1","0","0","1"
32,2.5711370040401,"Private room",2,7.5,1,1,"Pull-out Sofa","2 months ago",15363814,"",88.1647437083024,1,1,1,1125,0,0,0,0,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,68.9073324336482,0.00610011347113918,67.7696647324307,"BE",2,9,3,NA,1,"1","0","0","0","0"
30,2.53656648225296,"Entire home/apt",2,1,2,2,"Real Bed","11 months ago",15387070,"",90.0182225727831,1,1,3,1125,0,0,0,0,"moderate",3,"2014-07-15","2014-08-22",93,10,9,10,10,10,0.09,68.9073324336482,0.0263874084030984,67.7696647324307,"BE",3,9,1,38,0,"1","0","0","0","0"
63,2.91053609122496,"Private room",2,1.5,1,1,"Real Bed","20 months ago",15391216,"",91.8717014372639,1,1,7,1125,0,0,0,0,"moderate",13,"2015-03-15","2015-09-18",97,10,10,9,10,9,0.5,68.9073324336482,0.00800261916713952,67.7696647324307,"BE",4,9,2,187,0,"1","0","0","0","0"
26,2.45845106573825,"Entire home/apt",3,1,1,1,"Real Bed","33 months ago",153943,"",86.1942536135356,1,1,1,1125,0,0,0,0,"flexible",1,"2014-08-09","2014-08-09",91.6928794992175,9.46938775510204,9.21165162808945,9.60895170789164,9.6212982937831,9.24135899450118,0.03,64.5296551724138,0.0827805263878901,67.7696647324307,"other",4,13,1,0,0,"1","1","0","0","0"
98,3.11041994435166,"Private room",2,1.5,1,1,"Real Bed","18 months ago",15408468,"",88.357481323998,1,1,1,1125,0,0,0,0,"flexible",4,"2015-11-29","2015-12-13",95,9,10,10,10,9,0.23,64.5296551724138,0.0253232176880801,67.7696647324307,"other",4,9,1,14,0,"1","1","0","0","1"
40,2.68758727216782,"Entire home/apt",6,1,3,6,"Real Bed","12 months ago",15409207,"",93.7251803017446,1,2,2,1125,0,0,0,0,"strict",3,"2014-08-03","2014-08-18",93,10,10,9,10,10,0.09,68.9073324336482,0.0185573849164929,67.7696647324307,"BE",5,9,1,15,0,"1","1","0","0","1"
80,3.02060153370364,"Entire home/apt",4,1,1,2,"Real Bed","today",15418712,"within an hour",100,2,1,2,1125,19,49,58,58,"moderate",1,"2017-05-01","2017-05-01",100,10,10,10,10,10,1,64.5296551724138,0.0375542429357421,67.7696647324307,"other",8,9,1,0,0,"1","0","0","0","1"
19,2.27995430460591,"Private room",2,1,1,1,"Real Bed","today",15418712,"within an hour",100,2,1,1,1125,19,49,58,58,"flexible",17,"2017-04-07","2017-05-12",92,10,9,10,10,8,14.17,64.5296551724138,0.0377596414411268,67.7696647324307,"other",8,9,2,35,0,"1","0","0","0","1"
52,2.81859705791237,"Entire home/apt",2,1,0,1,"Real Bed","6 days ago",15424367,"within an hour",100,3,1,1,1125,9,25,51,128,"flexible",22,"2017-02-22","2017-05-06",96,10,10,10,10,9,8.57,68.9073324336482,0.0132669616321975,67.7696647324307,"BE",3,9,3,73,0,"1","0","0","0","0"
50,2.79940753029994,"Entire home/apt",2,1.5,1,1,"Real Bed","a week ago",15424367,"within an hour",100,3,1,2,1125,0,5,35,36,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,68.9073324336482,0.011946063292398,67.7696647324307,"BE",3,9,3,NA,1,"1","1","1","0","0"
28,2.49915856776895,"Entire home/apt",2,1,2,1,"Real Bed","7 weeks ago",15426530,"within a few hours",100,1,1,2,1125,0,0,0,0,"strict",12,"2016-03-13","2017-03-20",94,9,10,10,10,9,0.85,68.9073324336482,0.0190101038141587,67.7696647324307,"BE",6,9,2,372,0,"1","0","0","0","1"
155,3.30152990444154,"Entire home/apt",4,1,1,1,"Real Bed","4 weeks ago",15429406,"within an hour",100,1,1,2,1125,4,10,10,10,"moderate",2,"2017-03-21","2017-04-17",80,10,8,10,10,10,1.2,68.9073324336482,0.0181076571488804,67.7696647324307,"FR",5,9,1,27,0,"1","1","0","0","1"
21,2.33801954325099,"Private room",2,1,1,1,"Real Bed","3 months ago",15434922,"within a day",100,1,1,6,1125,0,6,36,311,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,64.5296551724138,0.042421644978155,67.7696647324307,"BE",2,9,3,NA,1,"1","1","1","0","0"
40,2.68758727216782,"Private room",2,2,1,1,"Real Bed","6 months ago",15435365,"",95.5786591662254,1,2,1,1125,0,0,0,0,"moderate",0,"","",NA,NA,NA,NA,NA,NA,NA,68.9073324336482,0.004830685136943,67.7696647324307,"BE",6,9,3,NA,1,"1","1","0","0","1"
50,2.79940753029994,"Entire home/apt",7,1,3,7,"Real Bed","4 days ago",15453064,"within a day",60,1,4,2,1125,12,42,72,347,"moderate",12,"2015-08-02","2017-04-22",85,9,8,10,9,9,0.56,64.5296551724138,0.0789632180447311,67.7696647324307,"BE",4,9,2,629,0,"1","0","0","0","1"
30,2.53656648225296,"Private room",2,1,1,1,"Futon","2 months ago",15453626,"a few days or more",0,1,1,1,7,22,22,22,22,"flexible",2,"2016-09-05","2016-09-08",80,10,10,8,8,8,0.24,64.5296551724138,0.0588121932938262,67.7696647324307,"BE",7,8,1,3,0,"1","0","0","0","1"
58,2.87130972807089,"Private room",2,1,1,1,"Real Bed","2 months ago",15455083,"within an hour",100,1,1,2,1125,1,9,9,258,"moderate",141,"2014-09-18","2017-05-07",87,9,9,9,9,9,4.38,68.9073324336482,0.030000403048556,67.7696647324307,"BE",5,9,3,962,0,"1","1","1","0","1"
35,2.61847066597023,"Entire home/apt",2,1,1,1,"Real Bed","10 months ago",15458415,"",91.8717014372639,1,1,2,1125,0,0,0,0,"flexible",1,"2016-08-29","2016-08-29",100,10,10,10,10,10,0.12,74.2602040816327,0.0276888200455286,67.7696647324307,"BE",4,9,1,0,0,"1","1","0","0","1"
70,2.95966893810484,"Private room",2,2,1,1,"Real Bed","3 weeks ago",15462832,"within an hour",100,1,2,1,7,4,4,4,4,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,68.9073324336482,0.031142461870629,67.7696647324307,"BE",1,9,3,NA,1,"1","0","0","0","0"
75,2.99133621852285,"Private room",4,1,1,2,"Real Bed","6 weeks ago",15474618,"within a day",93,6,1,2,1125,28,58,88,363,"moderate",10,"2014-11-02","2017-02-02",85,10,10,8,8,10,0.33,68.9073324336482,0.0300138499795579,67.7696647324307,"BE",3,9,2,823,0,"1","1","0","0","0"
86,3.05299025801763,"Private room",3,1,1,2,"Real Bed","3 weeks ago",15474618,"within a day",93,6,1,2,1125,0,30,60,335,"moderate",5,"2015-07-10","2016-12-20",92,10,9,10,9,10,0.22,68.9073324336482,0.0325416635287335,67.7696647324307,"BE",3,9,1,529,0,"1","0","0","0","0"
25,2.43668414427245,"Entire home/apt",1,1.5,0,1,"Real Bed","3 days ago",15502327,"",88.1647437083024,1,1,27,36,0,18,48,323,"strict",0,"","",NA,NA,NA,NA,NA,NA,NA,68.9073324336482,0.0412457817624308,67.7696647324307,"BE",2,9,3,NA,1,"1","1","1","0","0"
40,2.68758727216782,"Private room",4,1,1,2,"Real Bed","5 months ago",15505850,"",90.0182225727831,1,1,2,1125,30,60,90,365,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,68.9073324336482,0.0267689872897279,67.7696647324307,"BE",3,9,3,NA,1,"1","1","0","0","0"
25,2.43668414427245,"Private room",2,1,1,1,"Real Bed","3 weeks ago",15517914,"within a day",50,1,1,2,31,0,0,20,20,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,64.5296551724138,0.0460741680659453,67.7696647324307,"BE",1,9,3,NA,1,"1","1","0","0","0"
47,2.76885412500377,"Entire home/apt",5,1,3,3,"Real Bed","4 months ago",15529473,"within a few hours",100,1,1,2,1125,0,0,0,0,"flexible",4,"2015-09-27","2017-03-12",100,8,10,10,10,7,0.2,64.5296551724138,0.0339157682046616,67.7696647324307,"BE",4,9,1,532,0,"1","1","0","0","1"
33,2.58747778975171,"Entire home/apt",4,1,2,3,"Real Bed","2 months ago",15530026,"within a few hours",100,1,1,2,1125,0,10,40,130,"strict",0,"","",NA,NA,NA,NA,NA,NA,NA,57.8260869565217,0.0728065292161155,67.7696647324307,"BE",4,9,3,NA,1,"1","1","0","0","1"
60,2.88746292599211,"Entire home/apt",3,1,1,2,"Real Bed","4 weeks ago",15536713,"within an hour",100,2,2,4,30,0,0,0,0,"moderate",13,"2014-10-07","2017-02-12",95,10,10,10,10,9,0.41,68.9073324336482,0.0112957247047364,67.7696647324307,"BE",3,9,2,859,0,"1","1","0","0","0"
55,2.84580327119655,"Entire home/apt",4,1,1,3,"Real Bed","4 weeks ago",15536713,"within an hour",100,2,2,4,30,3,3,3,3,"moderate",13,"2014-11-10","2017-04-21",94,10,10,9,10,10,0.43,68.9073324336482,0.0101921018345814,67.7696647324307,"BE",3,9,2,893,0,"1","0","0","0","0"
30,2.53656648225296,"Entire home/apt",3,1,1,1,"Real Bed","a week ago",15555179,"within an hour",100,4,2,5,18,22,52,82,357,"moderate",8,"2016-11-04","2017-04-20",93,9,9,10,10,9,1.28,64.5296551724138,0.0543293790238688,67.7696647324307,"other",4,9,2,167,0,"1","1","0","0","1"
50,2.79940753029994,"Entire home/apt",2,1.5,1,1,"Real Bed","3 weeks ago",15561954,"within an hour",100,1,1,2,20,2,4,4,35,"moderate",7,"2017-04-03","2017-05-01",89,10,8,10,9,9,5.25,64.5296551724138,0.03108411341526,67.7696647324307,"BE",4,9,2,28,0,"1","1","1","0","1"
45,2.74717504836518,"Entire home/apt",3,1.5,1,3,"Real Bed","5 days ago",15590765,"within a few hours",100,1,1,1,1125,21,51,80,170,"flexible",7,"2017-02-19","2017-05-04",100,10,9,10,10,10,2.53,68.9073324336482,0.0560302733818187,67.7696647324307,"BE",5,9,2,74,0,"1","0","0","0","1"
60,2.88746292599211,"Entire home/apt",3,1,2,1,"Real Bed","5 weeks ago",15596446,"within a few hours",100,1,1,4,1125,17,23,53,328,"moderate",1,"2017-03-08","2017-03-08",100,10,10,10,10,10,0.48,68.9073324336482,0.0328381814237656,67.7696647324307,"BE",3,9,1,0,0,"1","1","0","0","0"
15,2.13854025212578,"Private room",2,1,0,1,"Real Bed","3 days ago",15599069,"within a day",89,1,1,1,1125,3,7,36,127,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,68.9073324336482,0.0207604780223893,67.7696647324307,"FR",3,9,3,NA,1,"1","0","0","0","0"
60,2.88746292599211,"Entire home/apt",2,1,1,1,"Real Bed","yesterday",1561223,"within a few hours",100,1,1,2,60,0,0,2,2,"strict",90,"2014-10-07","2016-07-23",83,9,8,9,9,9,2.85,68.9073324336482,0.0176541151873924,67.7696647324307,"BE",4,11,3,655,0,"1","1","0","0","0"
45,2.74717504836518,"Entire home/apt",2,1,1,1,"Real Bed","2 weeks ago",1561483,"within a few hours",100,1,1,3,1125,19,49,79,79,"strict",14,"2016-10-17","2017-04-02",87,9,9,9,10,9,2.05,64.5296551724138,0.0546759239053146,67.7696647324307,"BE",6,11,2,167,0,"1","1","0","0","1"
50,2.79940753029994,"Private room",1,1.5,1,1,"Real Bed","4 months ago",15628856,"",91.8717014372639,1,1,1,1125,0,9,39,129,"moderate",35,"2014-08-28","2015-10-16",93,9,10,10,10,9,1.06,74.2602040816327,0.0611228121536087,67.7696647324307,"BE",4,9,3,414,0,"1","1","0","0","1"
57,2.86298429832729,"Entire home/apt",4,1,2,3,"Real Bed","7 months ago",15635107,"",93.7251803017446,1,1,1,1125,0,0,0,0,"flexible",3,"2016-04-14","2016-04-24",93,10,8,10,10,9,0.23,68.9073324336482,0.0167995522040561,67.7696647324307,"BE",5,9,1,10,0,"1","1","0","0","1"
100,3.11918129540432,"Entire home/apt",1,2,1,1,"Real Bed","3 weeks ago",15650283,"a few days or more",33,1,1,5,60,0,0,19,45,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,68.9073324336482,0.0260922830341425,67.7696647324307,"BE",2,9,3,NA,1,"1","1","1","0","0"
125,3.21384157036292,"Private room",1,1,1,1,"Real Bed","2 months ago",15664013,"within an hour",100,2,1,1,1125,0,0,0,0,"flexible",1,"2017-03-24","2017-03-24",80,10,8,10,10,10,0.64,68.9073324336482,0.0307903412761619,67.7696647324307,"BE",3,9,1,0,0,"1","1","1","0","0"
50,2.79940753029994,"Private room",1,0.5,1,1,"Real Bed","3 weeks ago",15664013,"within an hour",100,2,1,1,1125,0,0,0,0,"flexible",37,"2015-08-23","2017-04-29",92,10,10,10,9,10,1.77,68.9073324336482,0.0330131415372889,67.7696647324307,"BE",3,9,3,615,0,"1","1","1","0","0"
65,2.92520842621306,"Entire home/apt",2,1,1,1,"Real Bed","11 months ago",15674052,"",97.4321380307062,1,1,20,30,0,0,0,0,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,68.9073324336482,0.0234832618525352,67.7696647324307,"BE",7,9,3,NA,1,"1","1","1","0","1"
230,3.45375501329873,"Entire home/apt",4,1,1,2,"Real Bed","today",1569736,"within an hour",100,69,1,30,365,1,31,61,336,"strict",1,"2017-03-31","2017-03-31",60,6,8,10,8,8,0.75,68.9073324336482,0.0224527747113441,67.7696647324307,"BE",4,11,1,0,0,"1","0","1","0","1"
68,2.9462448772597,"Entire home/apt",2,1,0,1,"Real Bed","today",1569736,"within an hour",100,69,1,92,1092,0,6,36,311,"strict",0,"","",NA,NA,NA,NA,NA,NA,NA,64.5296551724138,0.0148991857937949,67.7696647324307,"BE",4,11,3,NA,1,"1","0","1","0","1"
121,3.20028276319623,"Entire home/apt",2,1,0,1,"Real Bed","today",1569736,"within an hour",100,69,1,92,1092,28,58,88,363,"strict",2,"2015-04-10","2015-05-28",60,6,5,7,9,6,0.08,64.5296551724138,0.0147323204440409,67.7696647324307,"BE",4,11,1,48,0,"1","0","1","0","1"
32,2.5711370040401,"Entire home/apt",2,1,0,1,"Real Bed","today",1569736,"within an hour",100,69,1,21,1092,17,17,47,292,"strict",6,"2016-01-05","2017-04-19",93,10,10,10,9,10,0.37,68.9073324336482,0.000885027729099123,67.7696647324307,"BE",4,11,2,470,0,"1","1","1","0","1"
65,2.92520842621306,"Entire home/apt",2,1,0,1,"Real Bed","today",1569736,"within an hour",100,69,1,21,1092,8,38,68,343,"strict",1,"2016-04-21","2016-04-21",100,9.46938775510204,9.21165162808945,9.60895170789164,9.6212982937831,9.24135899450118,0.08,68.9073324336482,0.0020498769184485,67.7696647324307,"BE",4,11,1,0,0,"1","0","1","0","1"
75,2.99133621852285,"Entire home/apt",2,1,1,1,"Real Bed","today",1569736,"within an hour",100,69,1,21,1092,0,0,0,239,"strict",0,"","",NA,NA,NA,NA,NA,NA,NA,68.9073324336482,0.00181715119301886,67.7696647324307,"BE",4,11,3,NA,1,"1","1","1","0","1"
60,2.88746292599211,"Entire home/apt",2,1,0,1,"Real Bed","today",1569736,"within an hour",100,69,1,21,720,1,21,51,289,"strict",3,"2016-06-29","2016-10-30",90,10,10,9,8,10,0.29,68.9073324336482,0.00261464509951551,67.7696647324307,"BE",4,11,1,123,0,"1","1","1","0","1"
50,2.79940753029994,"Entire home/apt",4,1,1,1,"Real Bed","today",1569736,"within an hour",100,69,1,21,1125,0,0,26,301,"strict",3,"2016-04-22","2016-12-30",100,10,10,10,10,10,0.23,64.5296551724138,0.0350681765512874,67.7696647324307,"BE",4,11,1,252,0,"1","1","1","0","1"
47,2.76885412500377,"Shared room",2,1,1,1,"Real Bed","3 months ago",1570335,"",87.0831298530711,1,1,5,45,29,59,89,364,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,68.9073324336482,0.0259066338305648,67.7696647324307,"BE",2,11,3,NA,1,"1","1","0","0","0"
27,2.47925036017336,"Entire home/apt",3,1,0,1,"Real Bed","6 weeks ago",15709831,"within an hour",100,1,2,2,1125,13,40,60,335,"moderate",149,"2014-07-22","2017-04-26",87,9,9,10,10,8,4.36,68.9073324336482,0.0261697652232557,67.7696647324307,"BE",5,9,3,1009,0,"1","1","0","0","1"
50,2.79940753029994,"Private room",2,2,1,1,"Real Bed","2 weeks ago",15714841,"within an hour",100,1,1,1,6,0,0,25,63,"flexible",6,"2017-01-27","2017-03-23",100,10,10,10,10,10,1.75,68.9073324336482,0.016795404660064,67.7696647324307,"BE",3,9,2,55,0,"1","1","0","0","0"
55,2.84580327119655,"Entire home/apt",2,1,1,2,"Real Bed","7 weeks ago",15719811,"within a day",100,1,1,7,30,0,0,0,0,"flexible",1,"2017-04-16","2017-04-16",100,8,10,10,10,10,1,68.9073324336482,0.0344534342853459,67.7696647324307,"FR",6,9,1,0,0,"1","0","1","0","1"
50,2.79940753029994,"Entire home/apt",2,1,1,1,"Real Bed","today",15731434,"within a few hours",100,2,1,2,65,1,8,38,311,"flexible",4,"2017-02-19","2017-04-30",100,10,10,10,10,10,1.5,68.9073324336482,0.0325393421885496,67.7696647324307,"BE",5,9,1,70,0,"1","1","0","0","1"
51,2.80911346974305,"Entire home/apt",2,1,1,2,"Real Bed","a week ago",15731434,"within a few hours",100,2,1,3,32,2,16,46,136,"flexible",87,"2015-05-10","2017-04-30",96,10,10,10,10,9,3.57,68.9073324336482,0.0264331415441366,67.7696647324307,"BE",5,9,3,721,0,"1","1","0","0","1"
30,2.53656648225296,"Private room",2,1,1,2,"Real Bed","2 months ago",15731564,"a few days or more",0,1,1,7,1125,0,0,0,0,"flexible",6,"2014-07-23","2014-07-31",90,8,8,10,10,10,0.18,64.5296551724138,0.0559086937503739,67.7696647324307,"BE",5,9,2,8,0,"1","1","1","0","1"
19,2.27995430460591,"Entire home/apt",4,1,2,2,"Real Bed","12 months ago",15752974,"",91.8717014372639,1,1,2,8,0,0,0,0,"moderate",3,"2015-10-03","2015-10-13",90,10,10,9,9,10,0.15,64.5296551724138,0.0498025985609721,67.7696647324307,"BE",4,9,1,10,0,"1","1","0","0","1"
65,2.92520842621306,"Entire home/apt",4,1,1,3,"Real Bed","5 days ago",15757142,"within a day",100,1,1,3,1125,29,59,89,364,"strict",0,"","",NA,NA,NA,NA,NA,NA,NA,68.9073324336482,0.0437263235470667,67.7696647324307,"other",2,9,3,NA,1,"1","1","0","0","0"
18,2.2481438563435,"Entire home/apt",4,1,2,3,"Real Bed","yesterday",15759419,"within an hour",100,1,1,1,4,13,29,57,57,"flexible",3,"2017-01-01","2017-04-27",100,9,10,10,9,9,0.7,64.5296551724138,0.0480210505986792,37.375,"BE",4,9,1,116,0,"1","1","0","0","1"
24,2.4138630737862,"Entire home/apt",2,1,1,1,"Real Bed","4 days ago",15780394,"within a few hours",100,1,1,2,1125,7,7,7,7,"flexible",12,"2016-03-30","2017-05-07",93,10,10,10,9,9,0.88,64.5296551724138,0.0322382345125345,67.7696647324307,"BE",5,9,2,403,0,"1","0","0","0","1"
42,2.71242568086175,"Entire home/apt",4,1,2,2,"Real Bed","2 weeks ago",15782419,"within a day",100,1,4,3,1125,12,25,55,252,"strict",11,"2015-04-24","2017-02-06",94,9,10,10,9,10,0.44,68.9073324336482,0.0563620649169965,67.7696647324307,"BE",5,9,2,654,0,"1","1","0","0","1"
45,2.74717504836518,"Private room",2,2,1,1,"Real Bed","6 months ago",15784864,"",90.0182225727831,1,1,2,1125,0,0,0,0,"flexible",1,"2016-11-20","2016-11-20",100,10,8,10,10,10,0.18,68.9073324336482,0.038653597428354,67.7696647324307,"BE",3,9,1,0,0,"1","1","0","0","0"
22,2.36465137061957,"Entire home/apt",4,1,2,2,"Real Bed","10 months ago",15791392,"",90.0182225727831,1,1,5,15,0,0,0,0,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,64.5296551724138,0.0388616732842004,67.7696647324307,"BE",3,9,3,NA,1,"1","1","0","0","0"
28,2.49915856776895,"Entire home/apt",4,1,2,1,"Real Bed","2 months ago",15796859,"",91.8717014372639,1,1,5,21,0,0,0,128,"flexible",4,"2014-06-09","2017-01-02",95,9,7,8,8,9,0.11,57.8260869565217,0.0979760255430602,67.7696647324307,"BE",4,9,1,938,0,"1","1","0","0","1"
