"target","bc_target","property_room_type","property_max_guests","property_bathrooms","property_bedrooms","property_beds","property_bed_type","property_last_updated","host_id","host_response_time","host_response_rate","host_nr_listings","booking_price_covers","booking_min_nights","booking_max_nights","booking_availability_30","booking_availability_60","booking_availability_90","booking_availability_365","booking_cancel_policy","reviews_num","reviews_first","reviews_last","reviews_rating","reviews_acc","reviews_cleanliness","reviews_checkin","reviews_communication","reviews_location","reviews_per_month","property_zip_missing","zipcode_class","dist_nearest_city_center","type_class","property_last_updated_numerical","Outlet covers","Fireplace guards","Grab-rails for shower and toilet","Table corner guards","Washer / Dryer","Free parking on street","Disabled parking spot","Flat smooth pathway to front door","Keypad","Single level home","host_location_country","host_verified_amount","years_as_host","category_30_low","category_30_medium","category_30_high","category_60_low","category_60_medium","category_60_high","category_90_low","category_90_medium","category_90_high","category_365_low","category_365_medium","category_365_high","reviews_num_cat","review_period","review_period_was_missing","profile_pic","exact_location","instant_bookable","superhost","identified_host","summary_score","property_sqfeet","property_type","property_zipcode"
90,3.0731335961039,"Entire home/apt",4,1,1,4,"Real Bed","a week ago",4324902,"within an hour",95,3,2,1,1125,6,11,11,200,"moderate",80,"2013-11-14","2017-04-07",83,9,8,9,9,9,1.89,0,68.7899101589496,0.0279767068371567,65.6535433070866,7,0,0,0,0,0,0,0,0,0,0,"BE",3,11,0,1,0,0,1,0,0,1,0,0,1,0,3,1240,0,"1","1","1","0","0",0,NA,"Bed & Breakfast","1000"
77,3.00331141399177,"Private room",1,1,1,1,"Real Bed","11 months ago",2664271,"",92.6677463411944,1,1,1,1125,0,0,0,0,"flexible",3,"2014-08-10","2015-04-10",93,9,8,10,9,10,0.09,0,67.4595649749024,0.0433367228298384,67.7722584719007,341,0,0,0,0,0,0,0,0,0,0,"BE",5,11,1,0,0,1,0,0,1,0,0,1,0,0,1,243,0,"1","1","0","0","1",0,NA,"Apartment","1180"
39,2.67461122454351,"Entire home/apt",4,1,1,2,"Real Bed","today",104146175,"within a few hours",100,3,2,3,1125,27,57,87,362,"strict",1,"2017-03-05","2017-04-18",80,8,8,6,8,8,0.45,1,67.4595649749024,0.0266824706699349,67.7722584719007,0,0,0,0,0,0,0,0,0,0,0,"BE",3,7,0,0,1,0,0,1,0,0,1,0,0,1,1,44,0,"1","0","1","0","0",0,NA,"Apartment","1050"
67,2.93935667672307,"Private room",2,1,1,1,"Real Bed","yesterday",108669549,"within a few hours",92,2,1,2,1125,0,8,38,51,"flexible",13,"2016-12-31","2017-04-03",85,9,8,10,10,9,3,0,67.4595649749024,0.0465290380723574,67.7722584719007,1,0,0,0,0,0,0,0,0,0,0,"BE",3,7,1,0,0,0,1,0,0,1,0,1,0,0,2,93,0,"1","1","1","0","0",0,NA,"House","1180"
50,2.79940753029994,"Private room",2,1,1,2,"Real Bed","yesterday",36021199,"within a day",70,1,1,1,3,0,0,2,2,"flexible",24,"2016-12-04","2017-04-29",94,10,9,10,10,10,4.59,0,68.7899101589496,0.00274208984467651,67.7722584719007,1,0,0,0,0,0,0,0,0,0,0,"BE",3,8,1,0,0,1,0,0,1,0,0,1,0,0,3,146,0,"1","1","0","0","0",2,NA,"Apartment","1000"
35,2.61847066597023,"Entire home/apt",5,1,2,3,"Real Bed","10 months ago",16942762,"within a day",100,2,2,2,1125,1,15,45,320,"flexible",23,"2015-08-02","2016-06-21",91,10,10,9,10,9,1.07,0,67.4595649749024,0.0346540913741236,67.7722584719007,310,0,0,0,0,0,0,0,0,0,0,"BE",4,9,0,1,0,0,1,0,0,1,0,0,0,1,3,324,0,"1","1","1","0","1",0,NA,"Apartment","1180"
49,2.78946942008955,"Private room",3,1,1,1,"Real Bed","today",1870631,"within an hour",100,1,1,1,1125,5,16,33,308,"strict",140,"2014-04-21","2017-04-22",90,9,9,10,10,9,3.77,0,69.862012987013,0.0185438843031505,67.7722584719007,0,0,0,0,0,0,0,0,0,0,0,"BE",5,11,0,1,0,0,1,0,0,1,0,0,0,1,3,1097,0,"1","1","0","0","1",4,0,"Apartment","1060"
35,2.61847066597023,"Entire home/apt",6,1,3,3,"Real Bed","today",52381211,"within a day",100,1,2,2,1125,22,50,69,340,"moderate",24,"2016-03-15","2017-04-24",89,9,9,9,9,9,1.7,0,73.3092485549133,0.0251593870982641,67.7722584719007,0,0,0,0,0,0,0,0,0,0,0,"BE",2,8,0,0,1,0,0,1,0,0,1,0,0,1,3,405,0,"1","0","0","0","0",1,NA,"Apartment","2060"
45,2.74717504836518,"Private room",1,1,1,1,"Real Bed","4 weeks ago",67886214,"",92.9656762595418,2,1,1,1125,0,6,36,127,"moderate",0,"","",NA,NA,NA,NA,NA,NA,NA,0,63.8238434163701,0.0301867914170383,67.7722584719007,28,0,0,0,0,0,0,0,0,0,0,"BE",4,7,1,0,0,0,1,0,0,1,0,0,1,0,3,NA,1,"1","1","0","0","0",0,NA,"Apartment","1030"
49,2.78946942008955,"Entire home/apt",6,1,2,4,"Real Bed","today",11064697,"within an hour",100,3,1,2,21,15,35,65,65,"flexible",14,"2017-03-05","2017-05-07",91,9,9,9,9,9,6.36,0,68.7899101589496,0.0320606718352777,67.7722584719007,0,0,0,0,0,0,0,0,0,0,0,"BE",4,9,0,0,1,0,1,0,0,0,1,0,1,0,2,63,0,"1","1","1","0","0",0,NA,"Apartment","1040"
100,3.11918129540432,"Entire home/apt",3,1,1,1,"Real Bed","20 months ago",36053476,"",90.4512018308289,1,1,3,1125,0,0,0,0,"flexible",2,"2015-09-01","2015-09-06",100,10,10,10,10,9,0.1,0,63.8238434163701,0.0664195025208908,67.7722584719007,620,0,0,0,0,0,0,0,0,0,0,"BE",3,8,1,0,0,1,0,0,1,0,0,1,0,0,1,5,0,"1","1","0","0","0",0,NA,"Apartment","1200"
50,2.79940753029994,"Entire home/apt",2,1,1,1,"Real Bed","2 weeks ago",2822087,"within a day",90,2,2,2,1125,0,0,27,27,"flexible",10,"2016-11-18","2017-04-26",100,10,10,10,10,8,1.7,0,65.1989795918367,0.042242584382333,70.21875,14,0,0,0,0,0,0,0,0,0,0,"BE",4,11,1,0,0,1,0,0,0,1,0,1,0,0,2,159,0,"1","1","0","0","1",0,NA,"Townhouse","2140"
85,3.04778102599245,"Entire home/apt",6,2,2,3,"Real Bed","today",32037583,"within an hour",100,26,1,3,1125,4,8,31,306,"strict",3,"2015-11-03","2017-04-28",100,10,10,10,10,7,0.16,0,68.7899101589496,0.00480148842796261,67.7722584719007,0,0,0,0,0,0,0,0,0,0,0,"BE",4,8,0,1,0,0,1,0,0,1,0,0,0,1,1,542,0,"1","1","0","0","1",4,NA,"Apartment","1000"
120,3.19681016220175,"Entire home/apt",2,1,1,1,"Real Bed","7 months ago",1455193,"",92.1152579413036,1,1,7,17,0,0,0,0,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,0,73.3092485549133,0.0334742163936143,67.7722584719007,217,0,0,0,0,0,0,0,0,0,0,"BE",5,12,1,0,0,1,0,0,1,0,0,1,0,0,3,NA,1,"1","1","0","0","1",0,NA,"Apartment","1190"
35,2.61847066597023,"Entire home/apt",2,1,1,2,"Real Bed","yesterday",117456938,"within an hour",100,1,2,1,1125,18,21,21,254,"flexible",8,"2017-04-16","2017-05-08",100,10,9,10,10,10,8,0,73.3092485549133,0.0273353788183554,67.7722584719007,1,0,0,0,0,0,0,0,0,0,0,"BE",3,6,0,0,1,0,1,0,0,1,0,0,1,0,2,22,0,"1","1","1","0","0",2,NA,"Apartment","1190"
39,2.67461122454351,"Private room",3,1,1,2,"Real Bed","4 months ago",5377395,"within a day",100,4,2,1,1125,30,60,90,365,"strict",1,"2015-10-30","2015-10-30",40,4,9.21034567295906,2,2,8,0.05,0,73.3092485549133,0.0494135293171716,67.7722584719007,124,0,0,0,0,0,0,0,0,0,0,"BE",5,10,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,"1","1","0","0","1",0,NA,"House","1190"
65,2.92520842621306,"Private room",3,2,1,2,"Real Bed","3 weeks ago",10403017,"a few days or more",14,2,2,1,20,9,36,64,339,"moderate",34,"2014-01-01","2016-12-23",83,9,7,10,9,9,0.83,0,68.7899101589496,0.0107904780672217,67.7722584719007,21,0,0,0,0,0,0,0,0,0,0,"BE",4,10,0,1,0,0,0,1,0,0,1,0,0,1,3,1087,0,"1","1","0","0","1",2,NA,"House","1000"
100,3.11918129540432,"Entire home/apt",2,1,1,1,"Real Bed","a week ago",44632300,"within a few hours",100,1,1,2,1125,3,11,36,123,"flexible",7,"2016-12-29","2017-05-01",100,10,10,10,10,10,1.59,0,68.7899101589496,0.0385751878544945,67.7722584719007,7,0,0,0,0,0,0,0,0,0,0,"BE",6,8,0,1,0,0,1,0,0,1,0,0,1,0,2,123,0,"1","0","0","0","1",0,NA,"Apartment","1040"
50,2.79940753029994,"Entire home/apt",2,1,1,1,"Real Bed","3 weeks ago",7123932,"",93.2202347410852,1,1,6,1125,0,7,37,127,"moderate",2,"2013-12-23","2016-12-02",90,9,9,10,10,9,0.05,0,68.7899101589496,0.0384458881898231,67.7722584719007,21,0,0,0,0,0,0,0,0,0,0,"BE",5,10,1,0,0,0,1,0,0,1,0,0,1,0,1,1075,0,"1","1","1","0","1",-2,NA,"Apartment","1040"
28,2.49915856776895,"Entire home/apt",2,1,1,2,"Real Bed","3 days ago",115757021,"within an hour",100,1,1,2,1125,9,14,28,303,"strict",16,"2017-03-09","2017-05-01",100,10,10,10,10,10,7.74,0,68.7899101589496,0.00157900111414813,67.7722584719007,1095,0,0,0,0,0,0,0,0,0,0,"BE",3,6,0,1,0,0,1,0,0,1,0,0,0,1,2,53,0,"1","0","1","0","0",0,NA,"Apartment","1000"
52,2.81859705791237,"Entire home/apt",6,1.5,1,1,"Real Bed","5 weeks ago",77052906,"within a day",80,2,2,2,1125,0,5,35,36,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,0,69.862012987013,0.0172545129112468,67.7722584719007,35,0,0,0,0,0,0,0,0,0,0,"BE",3,7,1,0,0,0,1,0,0,1,0,1,0,0,3,NA,1,"1","1","0","0","0",2,NA,"Apartment","1060"
35,2.61847066597023,"Private room",2,1,1,1,"Real Bed","4 weeks ago",1109751,"within an hour",100,2,2,7,1125,0,0,0,0,"strict",0,"","",NA,NA,NA,NA,NA,NA,NA,0,73.3092485549133,0.0286322068291777,67.7722584719007,28,0,0,0,0,0,0,0,0,0,0,"BE",5,12,1,0,0,1,0,0,1,0,0,1,0,0,3,NA,1,"1","1","0","0","1",4,NA,"Apartment","1190"
90,3.0731335961039,"Entire home/apt",2,1,1,1,"Real Bed","12 months ago",3845529,"",92.6677463411944,1,1,2,1125,0,0,0,0,"moderate",0,"","",NA,NA,NA,NA,NA,NA,NA,0,67.4595649749024,0.0159388086033063,67.7722584719007,372,0,0,0,0,0,0,0,0,0,0,"BE",5,11,1,0,0,1,0,0,1,0,0,1,0,0,3,NA,1,"1","1","0","0","1",0,NA,"Apartment","2018"
115,3.17891868810506,"Entire home/apt",4,1,1,2,"Real Bed","yesterday",253564,"within an hour",100,1,2,1,1125,2,13,25,289,"strict",260,"2012-06-30","2017-04-23",90,10,9,9,9,9,4.39,0,67.4595649749024,0.0152003629602691,67.7722584719007,1,0,0,0,0,0,0,0,0,0,0,"BE",4,13,0,1,0,0,1,0,0,1,0,0,0,1,3,1758,0,"1","1","1","0","0",1,592,"Apartment","1050"
100,3.11918129540432,"Private room",2,1.5,1,1,"Real Bed","2 weeks ago",4423590,"within a day",100,1,1,2,1125,20,50,80,170,"moderate",4,"2016-09-25","2016-11-28",100,10,10,10,10,10,0.53,0,63.8238434163701,0.0338200772375343,70.21875,14,0,0,0,0,0,0,0,0,0,0,"BE",6,11,0,0,1,0,0,1,0,0,1,0,1,0,1,64,0,"1","1","0","0","1",4,NA,"Townhouse","1030"
30,2.53656648225296,"Entire home/apt",2,1,1,1,"Real Bed","21 months ago",13635940,"",91.835718285957,1,1,1,1125,0,0,0,0,"flexible",4,"2015-08-10","2015-09-06",95,10,9,10,10,10,0.19,0,67.4595649749024,0.0504532403412595,67.7722584719007,651,0,0,0,0,0,0,0,0,0,0,"BE",4,9,1,0,0,1,0,0,1,0,0,1,0,0,1,27,0,"1","0","0","0","1",0,NA,"Apartment","1050"
65,2.92520842621306,"Private room",3,1,1,2,"Real Bed","today",47707294,"within an hour",100,2,1,1,8,3,12,12,72,"strict",157,"2015-11-29","2017-05-05",96,10,10,10,10,10,8.92,0,67.4595649749024,0.014610502419808,67.7722584719007,0,0,0,0,0,0,0,0,0,0,0,"BE",3,8,0,1,0,0,1,0,0,1,0,0,1,0,3,523,0,"1","1","1","1","0",-2,NA,"Apartment","1050"
90,3.0731335961039,"Entire home/apt",3,1,1,2,"Real Bed","7 weeks ago",20431438,"within a few hours",100,1,1,7,1125,9,10,10,70,"moderate",0,"","",NA,NA,NA,NA,NA,NA,NA,0,68.7899101589496,0.0534684989707737,67.7722584719007,49,0,0,0,0,0,0,0,0,0,0,"BE",4,9,0,1,0,0,1,0,1,0,0,0,1,0,3,NA,1,"1","1","0","0","1",-2,NA,"Apartment","1040"
36,2.63319206124735,"Entire home/apt",2,1,1,1,"Real Bed","7 months ago",37051160,"",92.3882066858478,1,1,2,1125,0,0,0,0,"moderate",3,"2015-09-10","2015-09-24",90,10,9,10,10,10,0.15,0,69.862012987013,0.0223532957265655,67.7722584719007,217,0,0,0,0,0,0,0,0,0,0,"BE",4,8,1,0,0,1,0,0,1,0,0,1,0,0,1,14,0,"1","1","0","0","1",0,NA,"Apartment","1060"
25,2.43668414427245,"Private room",2,1,1,1,"Real Bed","today",20934668,"within an hour",100,1,1,1,1125,2,4,4,200,"flexible",95,"2014-12-27","2017-04-21",97,10,10,10,10,9,3.29,0,63.8238434163701,0.0340029337323292,67.7722584719007,0,0,0,0,0,0,0,0,0,0,0,"BE",4,9,0,1,0,0,1,0,1,0,0,0,1,0,3,846,0,"1","0","0","1","1",0,NA,"Apartment","1030"
30,2.53656648225296,"Private room",1,0.5,2,1,"Real Bed","today",16566033,"within an hour",100,2,1,25,66,25,30,30,30,"flexible",2,"2017-03-24","2017-04-30",90,10,10,10,10,10,1.28,0,67.4595649749024,0.0154199094538948,67.7722584719007,0,0,0,0,0,0,0,0,0,0,0,"BE",5,9,0,0,1,0,1,0,0,1,0,1,0,0,1,37,0,"1","1","0","0","1",2,NA,"Apartment","1050"
60,2.88746292599211,"Entire home/apt",2,1,0,1,"Real Bed","19 months ago",39142601,"",92.413187859651,2,1,1,1125,0,0,0,0,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,0,68.7899101589496,0.0390464105469989,67.7722584719007,589,0,0,0,0,0,0,0,0,0,0,"BE",4,8,1,0,0,1,0,0,1,0,0,1,0,0,3,NA,1,"1","1","0","0","1",0,NA,"Apartment","1000"
40,2.68758727216782,"Entire home/apt",2,1,1,1,"Real Bed","25 months ago",18584734,"",91.835718285957,1,1,2,1125,0,0,0,0,"moderate",0,"","",NA,NA,NA,NA,NA,NA,NA,0,68.7899101589496,0.00257064424986038,67.7722584719007,775,0,0,0,0,0,0,0,0,0,0,"BE",4,9,1,0,0,1,0,0,1,0,0,1,0,0,3,NA,1,"1","1","0","0","1",0,NA,"Apartment","1000"
155,3.30152990444154,"Private room",2,1,1,1,"Real Bed","today",2706424,"within an hour",100,1,1,2,22,8,29,59,334,"moderate",24,"2015-11-16","2017-04-12",98,10,10,10,10,10,1.33,0,68.7899101589496,0.0100473681768359,67.7722584719007,0,0,0,0,0,0,0,0,0,0,0,"BE",6,11,0,1,0,0,1,0,0,1,0,0,0,1,3,513,0,"1","0","0","0","1",4,129,"Apartment","1000"
25,2.43668414427245,"Private room",2,1,0,1,"Real Bed","today",107556639,"within a few hours",100,7,1,3,1125,19,41,71,346,"moderate",4,"2017-01-02","2017-05-03",95,8,9,10,10,10,0.94,0,68.7899101589496,0.0123850289353576,62.9310344827586,0,0,0,0,0,0,0,0,0,0,0,"BE",2,7,0,0,1,0,0,1,0,0,1,0,0,1,1,121,0,"1","1","0","0","0",-2,NA,"Guesthouse","1000"
58,2.87130972807089,"Entire home/apt",2,1,1,1,"Real Bed","yesterday",4266994,"within an hour",100,2,1,2,14,12,34,57,324,"moderate",52,"2016-08-06","2017-05-05",88,9,9,10,9,10,5.57,0,67.4595649749024,0.00431824679707992,67.7722584719007,1,0,0,0,0,0,0,0,0,0,0,"BE",5,11,0,1,0,0,1,0,0,1,0,0,0,1,3,272,0,"1","1","1","0","1",4,NA,"House","2000"
40,2.68758727216782,"Private room",2,1.5,1,2,"Real Bed","22 months ago",13443011,"",89.8987134309381,1,1,4,1125,0,0,0,0,"moderate",3,"2015-07-16","2015-08-05",90,4,10,8,8,6,0.14,0,67.4595649749024,0.0270864408135693,67.7722584719007,682,0,0,0,0,0,0,0,0,0,0,"BE",3,9,1,0,0,1,0,0,1,0,0,1,0,0,1,20,0,"1","0","0","0","0",2,NA,"House","1210"
50,2.79940753029994,"Entire home/apt",4,1,2,2,"Real Bed","a week ago",10960056,"within a few hours",100,1,2,3,1125,5,31,32,260,"moderate",4,"2016-06-25","2017-04-28",85,9,9,10,10,8,0.38,0,63.8238434163701,0.0451342583146388,67.7722584719007,7,0,0,0,0,0,0,0,0,0,0,"BE",3,9,0,1,0,0,1,0,0,1,0,0,1,0,1,307,0,"1","0","0","0","0",-1,NA,"Apartment","1070"
120,3.19681016220175,"Entire home/apt",3,1,1,1,"Real Bed","4 weeks ago",39004529,"within a day",83,3,1,7,29,0,0,0,0,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,0,67.4595649749024,0.0266945456537514,67.7722584719007,28,0,0,0,0,0,0,0,0,0,0,"BE",2,8,1,0,0,1,0,0,1,0,0,1,0,0,3,NA,1,"1","1","0","0","0",0,NA,"Apartment","1050"
50,2.79940753029994,"Entire home/apt",2,1,1,1,"Real Bed","5 months ago",104896227,"within a day",60,1,1,2,1125,27,57,87,88,"moderate",4,"2016-12-04","2017-04-17",90,9,9,10,10,10,0.76,0,69.862012987013,0.0238473144135321,67.7722584719007,155,0,0,0,0,0,0,0,0,0,0,"BE",3,7,0,0,1,0,0,1,0,0,1,0,1,0,1,134,0,"1","1","0","0","0",0,NA,"Apartment","1060"
64,2.91793999568031,"Private room",1,2,1,1,"Pull-out Sofa","3 months ago",619835,"within a day",100,1,1,2,1125,0,0,2,277,"moderate",6,"2016-02-21","2016-08-07",97,10,10,10,9,10,0.41,0,63.8238434163701,0.0376456204801828,67.7722584719007,93,0,0,0,0,0,0,0,0,0,0,"BE",4,12,1,0,0,1,0,0,1,0,0,0,1,0,2,168,0,"1","1","0","0","1",0,NA,"Apartment","1030"
85,3.04778102599245,"Private room",2,1,1,1,"Real Bed","12 months ago",55868947,"",90.8683569421328,1,1,1,1125,0,0,0,0,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,0,61.6788990825688,0.0627944448799267,67.7722584719007,372,0,0,0,0,0,0,0,0,0,0,"FR",5,7,1,0,0,1,0,0,1,0,0,1,0,0,3,NA,1,"1","1","0","0","1",0,NA,"Apartment","1160"
55,2.84580327119655,"Entire home/apt",4,1,1,2,"Real Bed","9 months ago",6039100,"",91.2832298860662,1,1,3,1125,0,0,0,0,"strict",15,"2014-07-06","2015-08-25",83,8,9,8,7,8,0.43,0,67.4595649749024,0.0271928594027463,67.7722584719007,279,0,0,0,0,0,0,0,0,0,0,"BE",4,10,1,0,0,1,0,0,1,0,0,1,0,0,2,415,0,"1","1","0","0","0",3,NA,"Apartment","1050"
195,3.39140700135941,"Entire home/apt",4,1,2,2,"Real Bed","7 weeks ago",201873,"",91.5627695414128,1,2,1,1125,7,37,67,70,"moderate",7,"2015-09-27","2017-01-01",94,10,10,10,10,9,0.36,0,73.3092485549133,0.0335378395085259,67.7722584719007,49,0,0,0,0,0,0,0,0,0,0,"BE",5,13,0,1,0,0,0,1,0,0,1,0,1,0,2,462,0,"1","1","0","0","1",2,NA,"Apartment","1190"
40,2.68758727216782,"Entire home/apt",2,1,1,1,"Real Bed","3 weeks ago",49161481,"within a few hours",100,4,1,4,1125,23,53,83,83,"strict",0,"","",NA,NA,NA,NA,NA,NA,NA,0,63.8238434163701,0.0561505365071805,67.7722584719007,21,0,0,0,0,0,0,0,0,0,0,"BE",2,8,0,0,1,0,0,1,0,0,1,0,1,0,3,NA,1,"1","1","0","0","0",0,NA,"Apartment","1200"
74,2.98520622402631,"Entire home/apt",2,1,1,1,"Real Bed","14 months ago",22562663,"",89.8987134309381,1,1,1,1125,0,0,0,0,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,0,69.862012987013,0.0168965133356223,67.7722584719007,434,0,0,0,0,0,0,0,0,0,0,"BE",3,9,1,0,0,1,0,0,1,0,0,1,0,0,3,NA,1,"1","1","0","0","0",0,NA,"Apartment","1060"
30,2.53656648225296,"Entire home/apt",2,1,0,2,"Real Bed","2 weeks ago",18268644,"within a day",86,1,1,3,1125,30,34,51,214,"flexible",5,"2014-11-12","2017-01-03",65,7,7,9,7,9,0.16,0,63.8238434163701,0.0507826763635032,67.7722584719007,14,0,0,0,0,0,0,0,0,0,0,"BE",4,9,0,0,1,0,1,0,0,1,0,0,1,0,1,783,0,"1","1","0","0","1",1,NA,"Apartment","1200"
32,2.5711370040401,"Private room",2,1,1,1,"Real Bed","today",1093398,"within an hour",100,1,1,2,1125,8,33,61,61,"moderate",0,"","",NA,NA,NA,NA,NA,NA,NA,0,67.4595649749024,0.0275320812368488,67.7722584719007,0,0,0,0,0,0,0,0,0,0,0,"other",5,12,0,1,0,0,1,0,0,0,1,0,1,0,3,NA,1,"1","1","1","0","1",0,NA,"Apartment","2018"
65,2.92520842621306,"Private room",2,1,1,1,"Real Bed","4 weeks ago",4246380,"within an hour",100,1,1,2,1125,15,32,52,143,"strict",4,"2017-02-17","2017-03-20",95,9,10,10,10,10,1.46,0,69.862012987013,0.0671550852076403,67.7722584719007,28,0,0,0,0,0,0,0,0,0,0,"BE",5,11,0,0,1,0,1,0,0,1,0,0,1,0,1,31,0,"1","1","0","0","0",0,NA,"House","1170"
38,2.66123587425299,"Entire home/apt",4,1,2,2,"Real Bed","4 months ago",2658648,"within a day",58,7,2,2,60,0,0,0,0,"moderate",0,"","",NA,NA,NA,NA,NA,NA,NA,0,68.7899101589496,0.0116465309960531,67.7722584719007,124,0,0,0,0,0,0,0,0,0,0,"BE",4,11,1,0,0,1,0,0,1,0,0,1,0,0,3,NA,1,"1","1","0","0","1",0,NA,"Apartment","1000"
70,2.95966893810484,"Entire home/apt",3,1,2,2,"Real Bed","1 week ago",35755938,"within an hour",100,1,1,2,1125,4,20,50,135,"flexible",26,"2016-07-17","2017-04-21",95,10,9,10,10,9,2.63,0,68.7899101589496,0.0233331742256227,67.7722584719007,7,0,0,0,0,0,0,0,0,0,0,"BE",3,8,0,1,0,0,1,0,0,1,0,0,1,0,3,278,0,"1","1","0","0","0",0,NA,"Apartment","1000"
31,2.55418127861935,"Private room",2,1.5,1,1,"Real Bed","4 months ago",36498790,"",92.3882066858478,1,1,5,1125,0,0,7,32,"strict",4,"2015-08-31","2016-11-07",100,10,9,10,10,10,0.19,0,68.7899101589496,0.024814638074647,67.7722584719007,124,0,0,0,0,0,0,0,0,0,0,"BE",4,8,1,0,0,1,0,0,1,0,0,1,0,0,1,434,0,"1","1","0","0","1",0,NA,"Condominium","1000"
119,3.19330319175039,"Private room",4,1,2,2,"Real Bed","today",66932151,"within an hour",100,3,3,1,1125,12,17,30,80,"moderate",2,"2017-02-19","2017-04-20",90,10,9,10,10,8,0.75,0,67.4595649749024,0.0518533847608968,67.7722584719007,0,0,0,0,0,0,0,0,0,0,0,"BE",7,7,0,1,0,0,1,0,0,1,0,0,1,0,1,60,0,"1","1","1","1","1",0,NA,"House","1180"
79,3.01492453287086,"Private room",2,1,1,1,"Real Bed","5 weeks ago",210030,"within a day",100,3,1,1,1125,0,0,0,158,"flexible",5,"2015-09-02","2016-12-14",88,9,9,9,9,8,0.24,0,48.4117647058824,0.0699701885074896,67.7722584719007,35,0,0,0,0,0,0,0,0,0,0,"BE",5,13,1,0,0,1,0,0,1,0,0,0,1,0,1,469,0,"1","0","0","0","1",0,NA,"Apartment","1130"
109,3.15619482916701,"Entire home/apt",2,1,1,1,"Real Bed","7 months ago",25232267,"",93.7727231409759,1,1,2,1125,0,0,0,0,"flexible",2,"2015-09-13","2015-11-02",90,10,8,10,10,10,0.1,0,69.862012987013,0.0130253360907292,67.7722584719007,217,0,0,0,0,0,0,0,0,0,0,"BE",5,9,1,0,0,1,0,0,1,0,0,1,0,0,1,50,0,"1","1","0","0","1",4,NA,"Apartment","1060"
60,2.88746292599211,"Private room",2,1,1,1,"Real Bed","3 months ago",19521902,"within an hour",100,1,1,2,7,30,60,90,365,"flexible",21,"2015-10-19","2017-04-26",98,10,10,10,10,10,1.1,0,67.4595649749024,0.0188223416821258,67.7722584719007,93,0,0,0,0,0,0,0,0,0,0,"BE",5,9,0,0,1,0,0,1,0,0,1,0,0,1,3,555,0,"1","1","0","0","1",0,NA,"House","2018"
40,2.68758727216782,"Entire home/apt",3,1,0,3,"Real Bed","7 months ago",19769241,"",89.998638126151,5,1,2,1125,0,0,0,0,"flexible",2,"2016-05-07","2016-05-19",100,10,10,10,10,10,0.16,0,67.4595649749024,0.00631950531405254,67.7722584719007,217,0,0,0,0,0,0,0,0,0,0,"BE",3,9,1,0,0,1,0,0,1,0,0,1,0,0,1,12,0,"1","1","0","0","0",0,NA,"Apartment","2000"
26,2.45845106573825,"Entire home/apt",2,1,0,1,"Real Bed","4 months ago",52621417,"",90.4512018308289,1,1,1,1125,0,0,0,0,"flexible",12,"2016-01-10","2016-04-29",85,10,8,9,9,8,0.74,0,67.4595649749024,0.0221298712370896,67.7722584719007,124,0,0,0,0,0,0,0,0,0,0,"BE",3,8,1,0,0,1,0,0,1,0,0,1,0,0,2,110,0,"1","0","0","0","0",-2,NA,"Apartment","2018"
40,2.68758727216782,"Entire home/apt",2,1,0,1,"Real Bed","2 months ago",39915126,"within an hour",100,17,1,1,1125,16,43,73,221,"moderate",91,"2016-02-21","2017-04-20",76,8,8,9,9,9,6.15,0,68.7899101589496,0.0164256113342793,67.7722584719007,62,0,0,0,0,0,0,0,0,0,0,"BE",4,8,0,0,1,0,0,1,0,0,1,0,1,0,3,424,0,"1","1","1","0","1",0,NA,"Apartment","1000"
25,2.43668414427245,"Private room",2,2,1,1,"Real Bed","today",63277170,"within a few hours",100,3,1,3,40,19,49,79,354,"moderate",24,"2016-08-14","2017-05-01",99,10,10,10,10,9,2.68,0,61.6788990825688,0.0259430788770163,67.7722584719007,0,0,0,0,0,0,0,0,0,0,0,"BE",6,7,0,0,1,0,0,1,0,0,1,0,0,1,3,260,0,"1","1","0","1","1",0,NA,"Apartment","1081"
65,2.92520842621306,"Entire home/apt",6,1.5,2,2,"Real Bed","today",21479909,"within an hour",100,7,2,1,1125,3,6,24,24,"strict",127,"2014-11-24","2017-04-23",92,10,9,9,10,9,4.24,0,67.4595649749024,0.0292216107356108,71.9124087591241,0,0,0,0,0,0,0,0,0,0,0,"BE",3,9,0,1,0,0,1,0,0,1,0,1,0,0,3,881,0,"1","1","1","0","0",1,NA,"Loft","1050"
500,3.72319048792429,"Private room",2,0.5,1,1,"Real Bed","5 weeks ago",17240294,"within a few hours",90,3,1,91,1125,0,6,36,311,"moderate",13,"2015-09-10","2017-01-19",91,10,9,10,10,10,0.64,0,67.4595649749024,0.0274439247348173,67.7722584719007,35,0,0,0,0,0,0,0,0,0,0,"BE",5,9,1,0,0,0,1,0,0,1,0,0,0,1,2,497,0,"1","1","0","0","1",3,NA,"House","1050"
